Round,steps,train_loss,epsilon
441,55250,0.32683926820755005,5.723664150834232
442,55375,0.2458886057138443,5.730101781568601
443,55500,0.030928976833820343,5.736539412302972
444,55625,0.05990053340792656,5.742977043037342
445,55750,0.13366983830928802,5.749414673771712
446,55875,0.053954239934682846,5.7558523045060825
447,56000,0.04981523007154465,5.762289935240453
448,56125,0.08112227916717529,5.768727565974823
449,56250,0.215524360537529,5.775165196709194
450,56375,0.0299176424741745,5.781602827443564
451,56500,0.12232509255409241,5.788040458177934
452,56625,0.06875093281269073,5.794478088912305
453,56750,0.2738836109638214,5.8009157196466745
454,56875,0.03691428154706955,5.807353350381045
455,57000,0.06481454521417618,5.813790981115416
456,57125,0.13471750915050507,5.820228611849785
457,57250,0.32898804545402527,5.826666242584157
458,57375,0.14111824333667755,5.833103873318526
459,57500,0.01694944128394127,5.839541504052897
460,57625,0.1095733717083931,5.845979134787267
461,57750,0.018011342734098434,5.852416765521637
462,57875,0.018596868962049484,5.858854396256008
463,58000,0.02823207713663578,5.865292026990378
464,58125,0.09290598332881927,5.871729657724748
465,58250,0.08098042011260986,5.878167288459118
466,58375,0.23976078629493713,5.884604919193489
467,58500,0.15712986886501312,5.8910425499278585
468,58625,0.07595834136009216,5.89748018066223
469,58750,0.043530598282814026,5.9039178113965995
470,58875,0.010279781185090542,5.91035544213097
471,59000,0.09236076474189758,5.916793072865341
472,59125,0.06805203855037689,5.92323070359971
473,59250,0.027424948289990425,5.929668334334081
474,59375,0.013957275077700615,5.936105965068451
475,59500,0.2699951231479645,5.942543595802821
476,59625,0.41103488206863403,5.948981226537192
477,59750,0.1960642784833908,5.955418857271562
478,59875,0.09719861298799515,5.961856488005933
479,60000,0.3694997727870941,5.968294118740303
480,60125,0.08826595544815063,5.974731749474673
481,60250,0.05447091907262802,5.981169380209043
482,60375,0.07046385109424591,5.987607010943414
483,60500,0.0810457170009613,5.9940446416777835
484,60625,0.0672023594379425,6.000482272412154
485,60750,0.03191409632563591,6.006919903146525
486,60875,0.21255852282047272,6.013357533880894
487,61000,0.07811541855335236,6.019795164615266
488,61125,0.12981711328029633,6.026232795349635
489,61250,0.021499214693903923,6.032670426084006
490,61375,0.028888236731290817,6.039108056818376
491,61500,0.030001670122146606,6.045545687552746
492,61625,0.2053535282611847,6.0519833182871166
493,61750,0.08044756948947906,6.058420949021487
494,61875,0.043293822556734085,6.064858579755857
495,62000,0.03283967822790146,6.071296210490228
496,62125,0.41738948225975037,6.077733841224598
497,62250,0.22608789801597595,6.084171471958968
498,62375,0.05426350235939026,6.090609102693339
499,62500,0.15506508946418762,6.0970467334277085
500,62625,0.3619922697544098,6.103484364162079
501,62750,0.46148768067359924,6.10992199489645
502,62875,0.01295442134141922,6.116359625630819
503,63000,0.34557536244392395,6.12279725636519
504,63125,0.06366755813360214,6.12923488709956
505,63250,0.4117168188095093,6.13567251783393
506,63375,0.016391171142458916,6.142110148568301
507,63500,0.12629447877407074,6.148547779302671
508,63625,0.2700880467891693,6.154985410037042
509,63750,0.4011864960193634,6.161423040771412
510,63875,0.2630000710487366,6.167860671505782
511,64000,0.31281936168670654,6.174298302240152
512,64125,0.043309736996889114,6.180735932974523
513,64250,0.26508939266204834,6.1871735637088925
514,64375,0.10412447154521942,6.193611194443264
515,64500,0.14600104093551636,6.200048825177634
516,64625,0.1348641812801361,6.206486455912004
517,64750,0.3070802390575409,6.212924086646375
518,64875,0.09899353981018066,6.219361717380744
519,65000,0.1999686062335968,6.225799348115115
520,65125,0.21452662348747253,6.232236978849485
521,65250,0.020457401871681213,6.238674609583855
522,65375,0.12189222872257233,6.2451122403182255
523,65500,0.25697171688079834,6.251549871052596
524,65625,0.1638757884502411,6.257987501786966
525,65750,0.03815975785255432,6.264425132521337
526,65875,0.038591302931308746,6.270862763255707
527,66000,0.033419977873563766,6.277300393990077
528,66125,0.23180575668811798,6.283738024724448
529,66250,0.19509118795394897,6.2901756554588175
530,66375,0.23074468970298767,6.296613286193188
531,66500,0.2556816637516022,6.303050916927559
532,66625,0.08012647181749344,6.309488547661928
533,66750,0.17707185447216034,6.3159261783963
534,66875,0.0903952568769455,6.322363809130669
535,67000,0.17072385549545288,6.32880143986504
536,67125,0.12645529210567474,6.33523907059941
537,67250,0.06927607208490372,6.34167670133378
538,67375,0.16274267435073853,6.348114332068151
539,67500,0.30745020508766174,6.354551962802521
540,67625,0.10167963802814484,6.360989593536891
541,67750,0.0353957824409008,6.367427224271261
542,67875,0.2608456313610077,6.373864855005632
543,68000,0.048877932131290436,6.3803024857400015
544,68125,0.11430243402719498,6.386740116474373
545,68250,0.31689396500587463,6.3931777472087425
546,68375,0.10582136362791061,6.399615377943113
547,68500,0.022179601714015007,6.406053008677484
548,68625,0.05078665167093277,6.412490639411853
549,68750,0.10171004384756088,6.418928270146224
550,68875,0.02776099368929863,6.425365900880594
551,69000,0.011760544031858444,6.431803531614964
552,69125,0.13815730810165405,6.438241162349335
553,69250,0.12875652313232422,6.444678793083705
554,69375,0.46822482347488403,6.451116423818076
555,69500,0.11555734276771545,6.457554054552446
556,69625,0.07422161102294922,6.463991685286816
557,69750,0.19808027148246765,6.470429316021186
558,69875,0.011857629753649235,6.476866946755557
559,70000,0.18293628096580505,6.4833045774899265
560,70125,0.16091850399971008,6.489742208224297
561,70250,0.04130915552377701,6.496179838958668
562,70375,0.2946354150772095,6.502617469693037
563,70500,0.08597362786531448,6.509055100427409
564,70625,0.12086106091737747,6.515492731161778
565,70750,0.3942914307117462,6.521930361896149
566,70875,0.01903451979160309,6.528367992630519
567,71000,0.4381007254123688,6.534805623364889
568,71125,0.07115005701780319,6.5412432540992596
569,71250,0.05424892529845238,6.54768088483363
570,71375,0.008788506500422955,6.554118515568
571,71500,0.09805621951818466,6.560556146302371
572,71625,0.20670166611671448,6.566993777036741
573,71750,0.03989413380622864,6.573431407771111
574,71875,0.023984137922525406,6.579869038505482
575,72000,0.04713603854179382,6.5863066692398515
576,72125,0.11743475496768951,6.592744299974222
577,72250,0.5529660582542419,6.599181930708593
578,72375,0.46980106830596924,6.605619561442962
579,72500,0.07120787352323532,6.612057192177334
580,72625,0.4435473084449768,6.618494822911703
581,72750,0.01985953189432621,6.624932453646073
582,72875,0.06013839691877365,6.631370084380444
583,73000,0.0370216891169548,6.637807715114814
584,73125,0.24998660385608673,6.644245345849185
585,73250,0.040009841322898865,6.650682976583555
586,73375,0.07697272300720215,6.657120607317925
587,73500,0.12664835155010223,6.663558238052295
588,73625,0.4647051990032196,6.669995868786666
589,73750,0.06636477261781693,6.6764334995210355
590,73875,0.10894954949617386,6.682871130255407
591,74000,0.05905598774552345,6.689308760989777
592,74125,0.09125369787216187,6.695746391724147
593,74250,0.21340617537498474,6.702184022458518
594,74375,0.05741999298334122,6.708621653192887
595,74500,0.19250908493995667,6.715059283927258
596,74625,0.060936782509088516,6.721496914661628
597,74750,0.0933658629655838,6.727934545395998
598,74875,0.04035608470439911,6.734372176130369
599,75000,0.039413630962371826,6.740809806864739
600,75125,0.06427349895238876,6.747247437599109
601,75250,0.06458551436662674,6.75368506833348
602,75375,0.01675652340054512,6.76012269906785
603,75500,0.31733521819114685,6.76656032980222
604,75625,0.09447024762630463,6.772997960536591
605,75750,0.38898518681526184,6.7794355912709605
606,75875,0.10144445300102234,6.785873222005331
607,76000,0.30878502130508423,6.792310852739702
608,76125,0.029337823390960693,6.798748483474071
609,76250,0.07347337901592255,6.805186114208443
610,76375,0.5805627107620239,6.811623744942812
611,76500,0.2446187138557434,6.818061375677183
612,76625,0.04205462709069252,6.824499006411553
613,76750,0.06389561295509338,6.830936637145923
614,76875,0.037861138582229614,6.837374267880294
615,77000,0.11610257625579834,6.843811898614664
616,77125,0.1336049884557724,6.850249529349034
617,77250,0.1712607443332672,6.856687160083405
618,77375,0.07004844397306442,6.863124790817775
619,77500,0.22864823043346405,6.869562421552145
620,77625,0.14703626930713654,6.876000052286516
621,77750,0.0942441001534462,6.8824376830208855
622,77875,0.11842161417007446,6.888875313755255
623,78000,0.028836140409111977,6.895312944489627
624,78125,0.014461232349276543,6.901750575223996
625,78250,0.10627104341983795,6.908188205958368
626,78375,0.036349255591630936,6.914625836692737
