,Unnamed: 0,age,experience,income,zip_code,family,ccavg,education,mortgage,securities_account,cd_account,online,creditcard,personal_loan
199,199,36,11,158,92152,1,5.1,3,0,0,1,1,1,1
200,200,32,6,29,91355,1,1.9,3,0,0,0,1,1,0
201,201,35,9,20,94609,2,1.4,3,0,0,0,1,1,0
202,202,30,3,68,94306,4,2.0,2,0,0,0,1,0,0
203,203,58,34,65,95747,4,2.2,1,0,0,0,1,0,0
204,204,56,31,61,96150,2,1.9,2,105,0,0,0,0,0
205,205,38,12,91,95616,4,1.4,2,100,0,0,0,1,0
206,206,49,25,31,91355,1,1.0,1,0,1,0,1,0,0
207,207,34,10,71,94115,4,0.1,2,0,0,0,0,0,0
208,208,40,16,73,94110,4,2.6666666666666665,1,0,0,0,1,1,0
209,209,64,39,172,94707,4,3.1,1,282,0,1,1,1,1
210,210,51,26,20,92131,2,0.0,1,0,0,0,0,0,0
211,211,44,18,55,94720,1,0.2,1,0,0,0,0,0,0
212,212,46,22,69,91604,2,1.7,1,209,0,0,0,0,0
213,213,57,33,155,91326,1,7.4,1,0,0,0,1,0,0
214,214,54,28,94,90291,1,1.9,2,0,0,0,0,0,0
215,215,38,14,92,95818,2,0.0,1,249,0,0,1,1,0
216,216,27,3,125,95521,2,0.6,1,0,0,0,0,0,0
217,217,39,14,74,94305,3,3.0,1,0,0,0,0,0,0
218,218,44,20,72,92807,3,0.3,3,0,0,0,1,0,0
219,219,56,30,61,94707,1,2.2,3,0,0,0,1,1,0
220,220,32,6,25,92130,2,0.3,1,0,0,0,0,1,0
221,221,45,19,83,95051,2,1.7,2,0,0,0,1,0,0
222,222,26,2,104,94306,3,2.5,1,0,0,0,0,0,0
223,223,55,25,41,95014,3,1.0,3,0,0,0,1,0,0
224,224,52,27,58,94305,4,1.8,3,91,0,0,0,0,0
225,225,39,13,93,94720,1,1.5,3,0,0,0,0,1,0
226,226,24,-1,39,94085,2,1.7,2,0,0,0,0,0,0
227,227,47,23,148,94551,2,7.5,1,0,0,1,1,1,0
228,228,47,22,53,92677,4,1.9,3,98,1,1,0,1,0
229,229,48,24,71,93117,2,1.7,1,145,0,0,0,1,0
230,230,47,22,92,94720,1,2.8,2,0,0,0,1,0,0
231,231,35,10,61,94304,4,2.1,3,0,0,0,1,0,0
232,232,46,19,38,94122,3,2.5,2,135,0,0,0,0,0
233,233,62,37,58,91320,4,1.7,1,0,0,0,1,0,0
234,234,26,1,80,95616,1,0.8,2,150,0,0,0,0,0
235,235,38,8,71,94720,4,1.8,3,0,0,0,1,0,0
236,236,43,18,89,93407,3,0.5,3,0,0,0,1,1,0
237,237,62,38,83,92521,1,1.8,3,0,0,0,1,0,0
238,238,57,32,28,95831,3,0.2,1,0,0,0,1,1,0
239,239,28,3,52,94112,4,1.7,2,0,0,0,0,0,0
240,240,51,26,70,90089,1,1.2,1,169,0,0,0,0,0
241,241,48,22,71,91711,1,1.4,3,0,0,0,0,1,0
242,242,41,16,75,94005,1,3.7,3,280,0,0,0,0,0
243,243,65,39,170,90095,3,7.9,3,99,0,1,1,0,1
244,244,41,17,78,94025,4,0.8,1,78,0,0,1,0,0
245,245,35,11,25,92614,2,1.0,2,0,0,0,0,0,0
246,246,38,14,60,94025,2,0.6,3,0,0,0,1,1,0
247,247,53,29,120,92626,4,2.7,2,111,1,1,1,0,1
248,248,55,29,99,92121,2,1.4,1,264,0,0,1,1,0
249,249,26,1,55,90089,3,2.6,3,113,0,0,0,1,0
250,250,30,6,29,94305,3,1.0,2,117,0,0,0,0,0
251,251,54,28,170,92182,2,6.2,2,325,0,0,1,0,1
252,252,65,40,53,91711,3,2.2,1,0,0,0,0,1,0
253,253,47,21,138,94583,1,0.0,1,0,0,0,0,0,0
254,254,65,41,134,91942,3,3.9,3,121,0,0,1,0,1
255,255,66,40,42,92103,2,0.7,3,138,0,0,0,1,0
256,256,26,0,99,92697,4,2.3,3,0,0,0,0,1,0
257,257,66,41,18,92691,3,0.5,1,0,0,0,0,1,0
258,258,35,9,24,95747,4,0.3,1,0,0,0,1,0,0
259,259,56,30,55,94107,1,1.4,1,77,0,0,1,0,0
260,260,51,27,58,92407,1,0.0,1,0,0,0,0,1,0
261,261,42,16,111,93106,2,1.2,3,251,0,0,1,0,1
262,262,49,23,33,90245,1,0.3,3,0,0,1,1,1,0
263,263,27,1,74,92121,4,1.8,2,112,0,0,1,1,0
264,264,45,19,38,90840,2,0.7,1,0,0,0,0,0,0
265,265,49,23,23,94305,4,0.6,3,98,1,0,0,0,0
266,266,63,38,61,94720,2,1.5,1,0,0,0,1,0,0
267,267,47,22,81,90504,1,2.9,1,138,0,0,0,0,0
268,268,64,39,129,94002,1,2.5,1,0,0,0,1,0,0
269,269,43,13,33,95039,1,0.75,3,0,0,0,0,0,0
270,270,60,36,63,94063,4,2.2,1,0,0,0,1,0,0
271,271,40,14,70,94923,4,1.4,2,0,0,0,1,0,0
272,272,29,3,45,95023,4,0.2,1,158,0,0,1,1,0
273,273,41,16,65,90095,3,0.5,3,0,0,0,1,0,0
274,274,30,5,74,95616,4,2.2,1,0,1,0,0,1,0
275,275,49,24,50,94706,4,1.8,3,0,1,0,0,0,0
276,276,30,5,22,90058,4,0.5,3,109,0,0,1,0,0
277,277,29,2,30,92126,4,1.0,3,0,0,0,0,0,0
278,278,50,26,21,91125,4,1.0,1,0,0,0,1,0,0
279,279,39,14,155,94577,2,3.9,1,0,0,0,1,0,0
280,280,33,8,64,92121,4,2.1,3,164,0,0,1,0,0
281,281,57,31,65,94118,4,2.6,3,0,0,0,0,1,0
282,282,34,9,71,91711,4,0.7,3,0,0,0,1,0,0
283,283,61,36,40,90029,3,0.5,2,0,1,0,1,0,0
284,284,44,19,69,92806,3,0.5,3,0,0,0,1,0,0
285,285,40,13,69,94305,3,2.333333333333333,2,0,0,0,0,0,0
286,286,51,25,45,94806,3,0.6,2,131,0,0,1,0,0
287,287,37,12,62,92110,3,0.7,2,0,0,0,0,1,0
288,288,44,19,172,94306,2,4.3,3,391,1,1,1,0,1
289,289,42,15,24,92121,3,1.0,2,0,0,0,1,1,0
290,290,51,25,80,92373,1,4.9,1,0,0,0,0,0,0
291,291,43,16,8,90089,3,0.6666666666666666,2,88,0,0,1,0,0
292,292,30,5,38,94542,4,0.8,1,129,0,0,1,1,0
293,293,45,19,93,90095,4,2.6,3,0,0,0,0,0,0
294,294,35,9,55,94536,1,2.0,1,0,0,0,1,0,0
295,295,60,34,64,94304,2,1.7,3,0,0,0,0,1,0
296,296,34,9,122,90623,1,0.0,1,0,0,0,1,0,0
297,297,55,25,70,93720,3,1.4,3,0,0,0,1,0,0
298,298,43,19,81,92069,2,3.2,1,0,0,0,0,0,0
299,299,41,15,159,90057,1,5.5,3,0,0,1,1,0,1
300,300,34,9,70,92843,4,1.3,1,0,1,0,0,0,0
301,301,65,39,150,92120,2,6.9,1,196,0,0,0,0,0
302,302,45,21,152,94550,2,7.5,1,0,0,0,1,0,0
303,303,49,25,195,95605,4,3.0,1,617,0,0,0,0,1
304,304,48,23,22,90740,1,0.1,1,0,0,0,0,0,0
305,305,60,35,22,91207,1,1.3,1,123,0,0,1,0,0
306,306,55,29,79,92373,3,0.8,1,0,0,0,1,1,0
307,307,42,18,33,90401,1,1.4,3,0,0,0,1,0,0
308,308,32,8,128,94720,2,4.333333333333333,1,0,0,1,1,1,0
309,309,62,38,91,95929,1,3.8,1,0,1,0,1,0,0
310,310,57,32,39,90277,4,0.9,1,0,0,0,1,1,0
311,311,52,26,121,94550,1,7.3,1,167,0,0,1,0,0
312,312,36,6,21,91741,1,0.6666666666666666,3,0,1,0,1,0,0
313,313,34,9,41,93720,3,2.3,1,0,0,0,0,1,0
314,314,63,37,45,93437,2,0.7,3,0,0,0,1,0,0
315,315,24,-2,51,90630,3,0.3,3,0,0,0,1,0,0
316,316,57,31,165,95054,1,1.6,2,0,0,0,1,0,1
317,317,40,16,119,91335,2,4.2,2,0,0,0,1,0,1
318,318,27,2,110,95670,4,1.8,3,190,0,0,1,0,0
319,319,65,39,20,90034,3,0.7,2,0,0,0,0,1,0
320,320,60,34,64,90266,1,0.8,2,248,0,0,0,0,0
321,321,44,20,101,92717,3,4.4,2,82,0,0,0,0,1
322,322,63,39,101,92007,1,3.9,1,0,1,1,1,0,1
323,323,59,34,99,90034,1,4.4,1,0,0,0,0,0,1
324,324,56,30,158,90089,4,6.1,1,0,0,0,0,0,1
325,325,54,28,89,95039,1,1.9,2,0,0,0,1,1,0
326,326,52,27,80,95616,1,1.3,3,0,0,1,1,1,0
327,327,58,32,114,91330,2,2.0,1,402,0,0,1,0,0
328,328,60,35,49,94110,3,0.5,2,0,0,0,1,1,0
329,329,28,4,191,90064,1,6.333333333333332,1,0,0,0,1,0,0
330,330,54,30,78,92374,4,1.0,2,0,0,0,1,0,0
331,331,32,6,28,94115,3,1.0,1,0,0,0,0,0,0
332,332,59,33,42,95630,1,0.8,2,0,0,0,1,0,0
333,333,63,38,140,92407,1,2.5,1,0,0,0,0,0,0
334,334,48,23,45,95053,1,1.3,2,0,0,0,1,0,0
335,335,56,32,122,95827,2,0.3,1,360,0,1,1,1,0
336,336,36,12,65,95051,3,2.6,2,0,0,0,1,0,0
337,337,57,27,68,94117,1,1.4,3,0,0,0,1,0,0
338,338,29,3,153,93657,2,2.0,1,392,0,0,0,0,0
339,339,39,13,89,92110,4,1.4,2,0,0,0,0,0,0
340,340,59,34,91,93524,1,2.6,1,0,0,0,1,1,0
341,341,31,6,55,92038,4,2.0,2,185,0,0,1,0,0
342,342,43,19,118,91304,2,3.3,1,0,0,0,0,1,0
343,343,35,5,22,93407,1,0.6666666666666666,3,103,0,0,0,0,0
344,344,54,24,63,92606,3,1.4,3,138,0,0,1,1,0
345,345,51,27,12,92192,4,0.5,2,78,1,0,1,0,0
346,346,44,19,50,90745,3,2.7,2,0,0,0,1,0,0
347,347,25,0,43,94305,2,1.6,3,0,1,1,1,1,0
348,348,40,15,173,95060,4,6.6,1,0,0,1,1,1,1
349,349,26,2,60,93407,2,3.0,1,132,0,0,0,0,1
350,350,39,14,113,94301,1,1.0,3,0,1,0,1,0,0
351,351,28,4,155,92182,4,5.3,2,0,0,0,1,0,1
352,352,52,28,91,92692,4,1.0,2,0,0,0,0,1,0
353,353,53,29,55,95818,4,1.1,2,0,0,0,1,0,0
354,354,44,20,173,90277,2,1.4,1,419,0,0,1,0,0
355,355,43,19,71,92101,3,0.3,3,0,0,0,0,1,0
356,356,56,30,24,94704,2,0.4,3,88,0,0,0,0,0
357,357,38,14,42,94610,1,2.0,2,81,0,0,1,0,0
358,358,30,6,141,94539,2,4.333333333333333,1,0,0,0,1,0,0
359,359,32,6,32,93106,1,1.9,3,0,0,0,1,0,0
360,360,35,10,55,94539,4,1.3,1,0,0,0,0,0,0
361,361,43,19,153,90254,2,7.5,1,0,0,0,1,0,0
362,362,58,32,113,94590,2,1.4,1,270,0,0,0,1,0
363,363,25,0,30,92691,2,1.7,2,0,0,0,0,0,0
364,364,54,24,29,92028,3,1.0,3,148,0,0,0,1,0
365,365,57,32,174,90089,1,6.8,2,466,0,0,1,0,1
366,366,50,24,35,92717,1,0.3,3,0,0,0,1,0,0
367,367,32,8,98,95054,2,2.0,2,175,0,0,1,0,0
368,368,63,37,30,92054,2,1.0,3,159,0,0,1,0,0
369,369,31,6,58,95051,2,2.5,1,0,0,0,0,1,0
370,370,36,12,25,92101,4,1.0,1,147,0,0,0,0,0
371,371,58,34,19,92029,4,0.7,1,0,0,0,0,0,0
372,372,56,30,44,93105,4,0.7,2,174,0,0,1,0,0
373,373,49,25,20,90291,4,1.0,1,111,0,0,1,1,0
374,374,30,5,98,91941,2,3.1,1,220,0,0,1,0,0
375,375,33,7,90,92346,3,1.6,1,0,0,0,1,0,0
376,376,45,21,61,94304,3,0.7,1,0,0,0,0,0,0
377,377,30,5,40,94402,4,2.0,2,0,0,0,1,0,0
378,378,47,23,38,94618,2,2.1,3,0,0,0,0,0,0
379,379,25,0,28,92093,2,1.7,2,0,0,0,0,0,0
380,380,63,33,34,94305,1,1.5,3,0,0,0,1,1,0
381,381,55,29,73,95616,2,2.3,3,0,0,0,1,1,0
382,382,65,41,133,94904,4,2.0,1,0,0,0,0,1,1
383,383,44,18,53,94608,1,0.2,1,0,0,0,1,0,0
384,384,51,25,21,9307,4,0.6,3,0,0,0,1,1,0
385,385,35,9,40,93943,3,0.9,1,0,0,0,1,0,0
386,386,30,5,41,95051,4,1.7,2,0,0,0,1,0,0
387,387,31,5,82,95482,4,1.8,2,0,0,0,1,0,0
388,388,54,30,100,95814,4,3.4,3,0,0,0,0,0,1
389,389,45,20,155,90024,1,7.0,1,0,0,0,1,1,0
390,390,45,19,45,92521,1,0.2,1,0,0,0,1,0,0
391,391,58,32,9,94080,3,0.3,3,0,0,0,0,1,0
392,392,54,29,48,91709,4,1.8,3,0,0,0,1,0,0
393,393,53,28,18,90095,4,0.1,3,109,1,1,1,1,0
394,394,33,9,80,91311,4,3.4,1,0,0,0,1,1,0
395,395,60,35,64,94509,2,2.8,1,0,0,0,0,0,0
396,396,50,24,29,93023,4,0.1,1,0,0,0,0,0,0
397,397,26,2,48,90503,3,0.7,2,0,0,0,1,0,0
398,398,54,30,23,94608,2,0.4,1,0,0,0,0,0,0
399,399,28,3,84,90024,4,0.2,1,0,0,0,1,1,0
400,400,36,10,179,94542,3,6.6,1,0,0,0,1,0,1
401,401,29,2,30,95747,4,1.5,2,112,0,0,0,1,0
402,402,54,28,93,91604,1,4.9,1,133,0,1,1,1,0
403,403,55,30,39,92647,2,1.9,2,0,0,0,0,0,0
404,404,61,36,60,92866,3,0.5,2,182,0,0,0,0,0
405,405,36,11,133,90245,1,3.8,1,290,1,1,1,1,0
406,406,45,19,125,92354,1,2.4,1,0,0,0,0,0,0
407,407,64,40,58,93437,1,1.8,3,0,0,0,1,0,0
408,408,60,36,89,91745,2,2.8,1,0,0,0,1,0,0
409,409,49,22,82,90019,1,2.6666666666666665,2,125,0,0,1,0,0
410,410,47,23,110,94111,2,3.3,1,0,0,0,1,1,0
411,411,60,36,54,92182,4,2.3,3,0,1,0,0,0,0
412,412,45,20,89,93311,4,1.9,3,0,0,0,1,0,0
413,413,32,7,42,92407,3,2.3,1,0,0,0,1,0,0
414,414,52,28,41,94309,3,1.9,2,0,0,0,0,1,0
415,415,35,8,38,93106,4,1.0,2,124,0,0,1,0,0
416,416,40,15,85,94304,2,0.4,1,0,0,0,1,0,0
417,417,53,29,83,90073,4,1.0,2,0,0,0,1,0,0
